일자,전체,SK에너지,GS칼텍스,현대오일뱅크,S-OIL,알뜰주유소,자가상표
"2023/11/09","1654.42","1662.10","1662.77","1653.66","1650.83","1632.84","1636.68"
"2023/11/08","1659.13","1667.13","1667.01","1658.68","1655.60","1636.90","1641.61"
"2023/11/07","1662.30","1669.81","1669.77","1662.75","1658.93","1639.98","1644.37"
"2023/11/06","1665.02","1672.34","1672.37","1665.42","1661.97","1642.82","1647.68"
"2023/11/05","1666.35","1673.69","1673.45","1666.29","1663.89","1644.07","1651.48"
"2023/11/04","1667.34","1674.69","1674.43","1667.19","1664.84","1645.34","1652.04"
"2023/11/03","1669.63","1676.82","1676.58","1670.26","1666.84","1647.45","1653.28"
"2023/11/02","1671.90","1678.85","1679.59","1672.61","1669.08","1648.86","1655.84"
"2023/11/01","1674.06","1680.87","1681.73","1675.30","1671.38","1650.12","1657.69"
"2023/10/31","1676.81","1684.58","1683.78","1677.87","1674.11","1652.25","1659.53"
"2023/10/30","1678.22","1685.86","1685.67","1679.18","1675.55","1653.39","1661.05"
"2023/10/29","1678.57","1686.50","1685.69","1679.16","1676.00","1654.11","1662.59"
"2023/10/28","1679.05","1686.84","1686.26","1679.61","1676.71","1654.37","1663.14"
"2023/10/27","1680.56","1687.87","1687.65","1681.95","1678.08","1655.86","1664.43"
"2023/10/26","1682.13","1689.39","1689.47","1683.72","1679.43","1657.25","1664.93"
"2023/10/25","1683.72","1690.97","1691.19","1685.33","1681.03","1658.66","1665.24"
"2023/10/24","1684.84","1691.97","1692.00","1686.64","1682.38","1659.77","1667.05"
"2023/10/23","1685.87","1692.88","1692.86","1687.53","1683.62","1661.26","1667.72"
"2023/10/22","1685.83","1693.07","1692.95","1686.79","1683.56","1661.77","1668.50"
"2023/10/21","1686.19","1693.35","1693.38","1687.35","1683.79","1662.08","1668.05"
"2023/10/20","1686.94","1693.97","1693.40","1688.71","1684.39","1663.52","1668.72"
"2023/10/19","1687.55","1694.36","1694.25","1689.15","1685.07","1664.44","1668.80"
"2023/10/18","1688.47","1695.17","1695.13","1690.30","1685.61","1665.87","1669.69"
"2023/10/17","1689.39","1696.06","1695.79","1691.48","1686.77","1666.52","1669.84"
"2023/10/16","1690.58","1697.09","1697.27","1692.40","1687.76","1668.39","1670.59"
"2023/10/15","1690.63","1697.42","1697.51","1691.76","1688.12","1668.49","1669.09"
"2023/10/14","1691.18","1697.92","1698.15","1692.39","1688.70","1668.92","1668.99"
"2023/10/13","1692.61","1699.05","1699.31","1694.22","1690.32","1670.29","1671.45"
"2023/10/12","1694.19","1700.57","1701.30","1695.87","1691.68","1671.55","1672.83"
"2023/10/11","1695.51","1701.80","1702.47","1697.40","1693.22","1672.54","1674.29"
"2023/10/10","1696.84","1702.87","1704.46","1698.36","1694.57","1674.10","1673.91"
"2023/10/09","1697.40","1703.76","1705.11","1698.81","1695.11","1674.06","1675.20"
"2023/10/08","1697.65","1704.26","1705.49","1698.74","1695.43","1673.93","1675.73"
"2023/10/07","1698.57","1705.22","1706.31","1699.53","1696.44","1674.92","1677.65"
"2023/10/06","1700.21","1706.33","1707.59","1702.21","1698.18","1676.21","1679.63"
"2023/10/05","1701.32","1707.41","1708.86","1703.32","1699.56","1676.60","1681.90"
"2023/10/04","1701.16","1707.57","1708.84","1703.23","1699.58","1675.11","1681.21"
"2023/10/03","1699.92","1706.19","1707.77","1701.99","1698.41","1673.85","1676.18"
"2023/10/02","1699.64","1706.22","1707.58","1702.08","1697.68","1673.15","1674.18"
"2023/10/01","1698.67","1705.26","1706.66","1700.64","1696.65","1672.81","1676.07"
"2023/09/30","1698.02","1704.74","1705.77","1700.12","1695.86","1672.16","1675.08"
"2023/09/29","1697.71","1704.46","1705.59","1699.95","1695.23","1671.85","1676.67"
"2023/09/28","1696.81","1703.37","1704.92","1699.03","1694.26","1671.16","1675.24"
"2023/09/27","1694.80","1701.51","1702.91","1697.29","1691.77","1669.34","1671.33"
"2023/09/26","1692.69","1699.68","1700.30","1695.34","1689.95","1666.64","1669.17"
