PLAYER_ID,RANK,PLAYER,TEAM_ID,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF,Offensive_Rating,Defensive_Rating,Scaled_Offensive_Rating,Scaled_Defensive_Rating,Position
1628978,67,Donte DiVincenzo,1610612752,NYK,81,29.1,5.5,12.4,0.443,3.5,8.7,0.401,1.1,1.4,0.754,0.8,2.9,3.7,2.7,1.3,0.4,1.4,15.5,15.0,1.7180246913580246,0.0885185185185185,1.2923661458000568,2.319823840980777,Guard
1628401,72,Derrick White,1610612738,BOS,73,32.6,5.3,11.5,0.461,2.7,6.8,0.396,1.9,2.1,0.901,0.7,3.5,4.2,5.2,1.0,1.2,1.5,15.2,18.8,2.420684931506849,0.1247945205479452,2.1739186476749577,3.485630012253193,Guard
1631097,75,Bennedict Mathurin,1610612754,IND,59,26.1,5.0,11.2,0.446,1.4,3.6,0.374,3.1,3.8,0.821,1.0,2.9,4.0,2.0,0.6,0.2,1.6,14.5,12.8,4.315762711864406,0.0959322033898305,4.55146965037279,2.558078309260756,Guard-Forward
203501,76,Tim Hardaway Jr.,1610612742,DAL,79,26.8,5.0,12.4,0.402,2.7,7.6,0.353,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,14.4,11.4,2.1030379746835446,0.0718987341772151,1.775401051971487,1.7857118642918648,Guard-Forward
1627747,78,Caris LeVert,1610612739,CLE,68,28.8,5.1,12.1,0.421,1.6,4.9,0.325,2.3,3.0,0.766,0.6,3.5,4.1,5.1,1.1,0.5,1.7,14.0,15.4,3.146470588235294,0.1117647058823529,3.0844841314688947,3.0668893159834902,Guard
203497,80,Rudy Gobert,1610612750,MIN,76,34.1,5.3,8.1,0.661,0.0,0.0,0.0,3.3,5.1,0.638,3.8,9.2,12.9,1.3,0.7,2.1,1.6,14.0,24.9,4.122368421052632,0.3240789473684211,4.3088385590258085,9.890057226623066,Center
203932,82,Aaron Gordon,1610612743,DEN,73,31.5,5.5,9.8,0.556,0.5,1.9,0.29,2.4,3.7,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,13.9,18.2,3.478493150684932,0.1476712328767123,3.501037258972452,4.220821624318555,Forward
1629675,90,Naz Reid,1610612750,MIN,81,24.2,5.0,10.5,0.477,2.1,5.0,0.414,1.3,1.8,0.736,0.9,4.3,5.2,1.3,0.8,0.9,1.4,13.5,14.3,1.9295061728395064,0.1261728395061728,1.557689296944519,3.52992521176774,Center-Forward
1629023,96,P.J. Washington,1610612742,DAL,73,30.4,4.8,11.1,0.436,1.8,5.7,0.32,1.4,2.0,0.683,1.2,4.5,5.6,1.9,1.0,0.8,1.3,12.9,14.0,2.193150684931507,0.1532876712328766,1.888455812481337,4.401317768598072,Forward
201950,100,Jrue Holiday,1610612738,BOS,69,32.8,4.8,10.0,0.48,2.0,4.7,0.429,0.9,1.0,0.833,1.2,4.2,5.4,4.8,0.9,0.8,1.8,12.5,17.2,1.7355072463768113,0.1404347826086956,1.3142996340428423,3.9882629654642408,Guard
1630581,101,Josh Giddey,1610612760,OKC,80,25.2,5.0,10.6,0.475,1.0,3.0,0.337,1.3,1.6,0.806,1.4,5.0,6.4,4.8,0.6,0.6,2.1,12.3,16.8,1.79975,0.127875,1.394898132360976,3.584627745045528,Guard
1629622,104,Max Strus,1610612739,CLE,70,32.0,4.3,10.4,0.418,2.4,6.8,0.351,1.1,1.4,0.794,0.9,3.9,4.8,4.0,0.9,0.4,1.6,12.2,14.4,1.875857142857143,0.1195714285714285,1.4903816083892407,3.317774887137501,Guard-Forward
1630174,105,Aaron Nesmith,1610612754,IND,72,27.7,4.4,8.8,0.496,1.9,4.6,0.419,1.5,1.9,0.781,0.9,2.9,3.8,1.5,0.9,0.7,0.9,12.2,13.3,2.245277777777778,0.1105555555555555,1.9538540896122056,3.0280307088020004,Guard-Forward
201144,115,Mike Conley,1610612750,MIN,76,28.9,3.9,8.5,0.457,2.4,5.3,0.442,1.3,1.5,0.911,0.5,2.4,2.9,5.9,1.2,0.2,1.3,11.4,15.5,1.898552631578948,0.0725,1.518855205898818,1.8050348152115687,Guard
1629655,121,Daniel Gafford,1610612742,DAL,74,24.5,4.7,6.5,0.725,0.0,0.0,0.0,1.6,2.4,0.674,2.6,5.0,7.6,1.6,0.9,2.1,1.0,11.0,19.5,2.394594594594595,0.2193243243243243,2.141185897953861,6.523545505870091,Forward-Center
1629652,123,Luguentz Dort,1610612760,OKC,79,28.4,3.6,8.3,0.438,2.0,5.0,0.394,1.6,2.0,0.826,0.9,2.7,3.6,1.4,0.9,0.6,0.9,10.9,11.5,2.030886075949367,0.0934177215189873,1.6848797968757567,2.4772701077339265,Guard
1630183,127,Jaden McDaniels,1610612750,MIN,72,29.2,4.3,8.7,0.489,1.2,3.5,0.337,0.8,1.1,0.722,0.8,2.3,3.1,1.4,0.9,0.6,1.2,10.5,10.5,1.5830555555555557,0.0837499999999999,1.1230348352404054,2.166577396893412,Forward
202692,130,Alec Burks,1610612752,NYK,66,18.4,3.2,8.6,0.369,1.9,5.0,0.376,2.2,2.5,0.868,0.4,1.9,2.3,1.3,0.4,0.2,0.7,10.4,8.2,2.716969696969697,0.0622727272727272,2.5456353911836995,1.4763597409553488,Guard
1630167,132,Obi Toppin,1610612754,IND,82,21.1,4.0,7.1,0.573,1.2,3.1,0.403,0.9,1.2,0.77,1.0,2.9,3.9,1.6,0.6,0.5,0.8,10.3,12.7,1.5469512195121948,0.0902439024390243,1.0777385939719146,2.375272708270736,Forward
204456,133,T.J. McConnell,1610612754,IND,71,18.2,4.6,8.4,0.556,0.3,0.6,0.409,0.7,0.9,0.79,0.5,2.2,2.7,5.5,1.0,0.1,1.5,10.2,14.1,1.6161971830985915,0.0609859154929577,1.1646140836558008,1.4350053184667728,Guard
202704,135,Reggie Jackson,1610612743,DEN,82,22.2,4.0,9.2,0.431,1.2,3.5,0.359,1.0,1.2,0.806,0.4,1.5,1.9,3.8,0.5,0.2,1.3,10.2,9.7,1.445121951219512,0.0312195121951219,0.9499843237025564,0.4783988921838866,Guard
203484,136,Kentavious Caldwell-Pope,1610612743,DEN,76,31.6,3.6,7.7,0.46,1.6,4.1,0.406,1.3,1.5,0.894,0.4,2.0,2.4,2.4,1.3,0.6,1.0,10.1,11.4,1.8021052631578944,0.0780263157894737,1.3978530286405435,1.982634679897387,Guard
1630188,140,Jalen Smith,1610612754,IND,61,17.2,3.8,6.5,0.592,1.0,2.4,0.424,1.2,1.7,0.692,1.8,3.7,5.5,1.0,0.3,0.6,0.7,9.9,13.4,2.5109836065573763,0.1586885245901639,2.287206718293441,4.574885632249511,Forward-Center
1630202,144,Payton Pritchard,1610612738,BOS,82,22.3,3.6,7.7,0.468,1.8,4.7,0.385,0.6,0.7,0.821,0.9,2.4,3.2,3.4,0.5,0.1,0.7,9.6,11.8,1.1795121951219512,0.0680487804878048,0.6167522271197274,1.661985446849648,Guard
1628404,146,Josh Hart,1610612752,NYK,81,33.4,3.6,8.4,0.434,1.0,3.2,0.31,1.1,1.4,0.791,1.6,6.8,8.3,4.1,0.9,0.3,1.5,9.4,16.5,1.5666666666666669,0.1832098765432099,1.1024734526867408,5.36293122259914,Guard
1630171,147,Isaac Okoro,1610612739,CLE,69,27.3,3.4,7.0,0.49,1.2,3.1,0.391,1.3,2.0,0.679,1.0,2.0,3.0,1.9,0.8,0.5,0.8,9.4,10.6,2.338695652173913,0.0855072463768116,2.0710554853768297,2.223050231713281,Forward-Guard
1627777,148,Georges Niang,1610612739,CLE,82,22.3,3.5,7.7,0.449,1.8,4.8,0.376,0.6,0.7,0.85,0.3,3.1,3.4,1.2,0.4,0.2,0.9,9.4,9.3,1.1132926829268293,0.0745121951219512,0.5336737016631268,1.869700968032712,Forward
1629614,150,Andrew Nembhard,1610612754,IND,68,25.0,3.8,7.7,0.498,0.9,2.5,0.357,0.7,0.8,0.804,0.5,1.5,2.1,4.1,0.9,0.1,1.5,9.2,10.9,1.4844117647058823,0.0408823529411764,0.999277042143224,0.7889347490469139,Guard-Forward
1630573,154,Sam Hauser,1610612738,BOS,79,22.0,3.2,7.1,0.446,2.5,5.9,0.424,0.2,0.2,0.895,0.6,2.9,3.5,1.0,0.5,0.3,0.4,9.0,10.0,0.8722784810126584,0.0897468354430379,0.2312990111016983,2.3592984073820453,Forward
201143,159,Al Horford,1610612738,BOS,65,26.8,3.3,6.4,0.511,1.7,4.0,0.419,0.4,0.5,0.867,1.3,5.1,6.4,2.6,0.6,1.0,0.7,8.6,15.2,1.3643076923076924,0.2023076923076923,0.8485953336043102,5.976679988463599,Center-Forward
1627884,160,Derrick Jones Jr.,1610612742,DAL,76,23.5,3.1,6.5,0.483,1.1,3.1,0.343,1.3,1.8,0.713,1.1,2.2,3.3,1.0,0.7,0.7,0.9,8.6,9.6,1.9232894736842108,0.085,1.549889870734501,2.2067487948580613,Forward
1630540,165,Miles McBride,1610612752,NYK,68,19.5,3.0,6.7,0.452,1.6,3.9,0.41,0.6,0.7,0.86,0.5,1.0,1.5,1.7,0.7,0.1,0.4,8.3,8.0,1.374264705882353,0.0460294117647058,0.8610873314809585,0.9543463877248808,Guard
1630198,167,Isaiah Joe,1610612760,OKC,78,18.5,2.8,6.2,0.458,1.9,4.5,0.416,0.6,0.7,0.865,0.4,1.9,2.3,1.3,0.6,0.3,0.6,8.2,8.5,1.1907692307692308,0.0607692307692307,0.6308752233724434,1.4280416958510156,Guard
1629638,172,Nickeil Alexander-Walker,1610612750,MIN,82,23.4,2.9,6.6,0.439,1.6,4.1,0.391,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,8.0,9.0,1.1784146341463415,0.0530487804878049,0.6153752349850877,1.1799286712738584,Guard
1630241,173,Sam Merrill,1610612739,CLE,61,17.5,2.6,6.4,0.402,2.3,5.8,0.404,0.4,0.5,0.929,0.4,1.6,2.0,1.8,0.3,0.1,0.3,8.0,7.9,1.3088524590163937,0.0619672131147541,0.7790215953212865,1.466541396296329,Guard
1628392,176,Isaiah Hartenstein,1610612752,NYK,75,25.3,3.1,4.9,0.644,0.0,0.0,0.333,1.5,2.1,0.707,3.3,5.1,8.3,2.5,1.2,1.1,1.2,7.8,17.3,2.292533333333333,0.2064,2.013140570968636,6.108194965184789,Center-Forward
1630173,178,Precious Achiuwa,1610612752,NYK,74,21.9,3.2,6.3,0.501,0.4,1.3,0.268,0.9,1.5,0.616,2.6,4.0,6.6,1.3,0.6,0.9,1.1,7.6,12.2,1.7351351351351352,0.155,1.313832785945665,4.456347080878414,Forward
1631128,181,Christian Braun,1610612743,DEN,82,20.2,2.7,5.9,0.46,0.8,2.0,0.384,1.1,1.6,0.694,1.0,2.8,3.7,1.6,0.5,0.4,0.7,7.3,9.2,1.655731707317073,0.0856097560975609,1.214213814427325,2.226344598743256,Guard
1630702,183,Jaden Hardy,1610612742,DAL,73,13.5,2.7,6.6,0.407,1.1,3.1,0.362,0.8,1.0,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,7.3,5.9,1.37972602739726,0.0373972602739725,0.8679390663165454,0.6769339134645718,Guard
1630598,188,Aaron Wiggins,1610612760,OKC,78,15.7,2.7,4.8,0.562,0.8,1.6,0.492,0.7,0.9,0.789,0.8,1.6,2.4,1.1,0.7,0.2,0.7,6.9,8.4,1.4116666666666666,0.0558974358974358,0.9080115634503882,1.2714762473734085,Guard
1641717,190,Cason Wallace,1610612760,OKC,82,20.6,2.6,5.4,0.491,1.2,2.9,0.419,0.4,0.5,0.784,0.6,1.6,2.3,1.5,0.9,0.5,0.5,6.8,8.6,1.0192682926829268,0.0646341463414634,0.4157113754623182,1.5522489450925576,Guard
1631212,195,Peyton Watson,1610612743,DEN,80,18.6,2.6,5.6,0.465,0.6,1.9,0.296,0.9,1.3,0.67,0.7,2.5,3.2,1.1,0.5,1.1,0.7,6.7,8.4,1.434875,0.09225,0.9371285721344336,2.4397429030530264,Guard
203937,200,Kyle Anderson,1610612750,MIN,79,22.6,2.5,5.5,0.46,0.1,0.6,0.229,1.2,1.7,0.708,0.8,2.7,3.5,4.2,0.9,0.6,1.2,6.4,10.9,1.7005063291139235,0.0864556962025316,1.2703877340689944,2.2535306760320832,Forward-Guard
1630543,201,Isaiah Jackson,1610612754,IND,60,12.9,2.6,3.9,0.665,0.0,0.1,0.0,1.2,1.7,0.716,1.6,2.4,4.0,0.8,0.6,1.0,0.7,6.4,10.3,2.1716666666666664,0.1341666666666666,1.8615021171254067,3.786823781467596,Forward
203926,211,Doug McDermott,1610612754,IND,64,14.1,1.9,4.4,0.433,1.5,3.6,0.41,0.2,0.3,0.579,0.2,0.8,0.9,1.1,0.3,0.0,0.4,5.5,4.7,1.04265625,0.02578125,0.445053739109139,0.3036288162828063,Forward
1628436,215,Luke Kornet,1610612738,BOS,63,15.6,2.3,3.2,0.7,0.0,0.0,1.0,0.8,0.9,0.907,1.9,2.3,4.1,1.1,0.4,1.0,0.3,5.3,10.5,2.244920634920635,0.1341269841269841,1.9534060207429975,3.785548498992528,Center-Forward
1629026,222,Kenrich Williams,1610612760,OKC,69,14.9,1.9,4.1,0.468,0.8,2.0,0.397,0.1,0.2,0.5,0.9,2.1,3.0,1.3,0.6,0.1,0.5,4.7,7.0,0.911304347826087,0.078695652173913,0.2802605839379926,2.004145222514613,Guard-Forward
203200,233,Justin Holiday,1610612743,DEN,58,14.9,1.5,3.3,0.454,0.9,2.3,0.404,0.1,0.1,0.75,0.2,1.1,1.2,1.2,0.6,0.2,0.2,4.0,5.1,0.9662068965517242,0.0579310344827586,0.3491409281255946,1.3368302458304857,Forward-Guard
1631119,234,Jaylin Williams,1610612760,OKC,69,13.0,1.4,3.3,0.417,0.8,2.1,0.368,0.5,0.6,0.805,0.5,2.9,3.4,1.6,0.4,0.4,0.5,4.0,7.2,1.1230434782608694,0.0995652173913043,0.5459069796128975,2.674832910272233,Forward
203939,237,Dwight Powell,1610612742,DAL,63,13.3,1.1,1.7,0.679,0.0,0.0,0.333,1.0,1.4,0.708,1.5,1.9,3.4,1.3,0.4,0.3,0.5,3.3,7.3,2.0401587301587303,0.0903174603174603,1.696513202396971,2.377636646517203,Forward-Center
1630192,238,Zeke Nnaji,1610612743,DEN,58,9.9,1.2,2.6,0.463,0.1,0.4,0.261,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,3.2,4.7,1.6822413793103448,0.0734482758620689,1.2474726589360194,1.835509668839924,Forward-Center
